profile	stage_name	full_name	korean_name	korean_stage_name	date_of_birth	group	country	second_country	height	weight	birthplace	other_group	former_group	gender	position	instagram	twitter
	Kwanghee	Hwang Kwanghee	황광희	광희	1988-08-25	ZE:A	South Korea		0	0	Paju			M			
	Kwangjin	Kwon Kwangjin	권광진	광진	1992-08-12	N.Flying	South Korea		0	0	Seoul		CNBLUE	M	Bassist		
	Kwangmin	Jo Kwangmin	조광민	광민	1995-04-24	Boyfriend	South Korea		180	0	Anyang			M			
	Kyeongheon	Yoon Kyeongheon	윤경헌	경헌	1998-01-06	We In The Zone	South Korea		175	60	Suncheon			M			
Profile	Kyla	Kyla Massie	카일라 매시	카일라	2001-12-26	Pristin	USA	South Korea	0	0	California			F			
	Kyle	Ma Jaekyung	마재경	카일	1997-01-15	Romeo	South Korea		0	0				M			
	Kyuhwan	Lee Kyuhwan	이규환	규환	1994-09-18	SIGNAL	South Korea		0	0			E7	M			
	Kyuhyuk	Shim Kyuhyuk	심규혁	규혁	1995-01-11	Hot Blood Youth	South Korea		0	0				M			
	Kyuhyun	Cho Kyuhyun	조규현	규현	1988-02-03	Super Junior	South Korea		180	68	Seoul	Super Junior-M		M			
Profile	Kyulkyung	Zhou Jieqiong	저우제충	결경	1998-12-16	Pristin	China		167	49	Taizhou	I.O.I, Pristin V		F			
	Kyungho	Jang Kyungho	장경호	경호	2001-05-07	TOO	South Korea		0	0				M			
	Kyungil	Song Kyungil	송경일	경일	1987-11-28	HISTORY	South Korea		183	72				M			
	Kyungri	Park Kyungri	박경리	경리	1990-07-05	9Muses	South Korea		170	50	Busan	9MUSES A		F		gyeongree	
	Kyungyoon	Lee Kyungyoon	이경윤	경윤	2000-02-21	Dongkiz	South Korea		177	58				M			
	L	Kim Myungsoo	김명수	엘	1992-03-13	Infinite	South Korea		180	60	Seoul	Infinite F		M			
	L.Joe	Lee Byunghun	이병헌	엘조	1993-11-23		South Korea		0	0	Gunsan		Teen Top	M			
	Lai Kuanlin	Lai Kuanlin	라이관린	라이관린	2001-09-23	Wanna One	Taiwan		0	0	New Taipei			M			
	Laon	Shin Kyuhyun	신규현	라온	1995-12-19	ENOi	South Korea		177	60				M			
	Lara	Moon Shinae	문신애	라라	2000-08-09	Dreamnote	South Korea		161	44				F			
	Laun	Kim Minseok	김민석	라운	1999-08-12		South Korea		0	0	Seongsan		ONF	M			
	Lay	Zhang Yixing	장이씽	레이	1991-10-07	EXO	China		177	60	Changsa			M			
	Layeon	Lee Jimin	이지민	라연	1998-08-13	Purplebeck	South Korea		170	51				F			
Profile	LE	Ahn Hyejin	안효진	엘리	1991-12-10	EXID	South Korea		168	0	Cheonan			F		x_xellybabyx	
Profile	Lea	Ogawa Mizuki	오가와 미즈키	레아	1995-08-12	SECRET NUMBER	Japan		169	0	Tokyo		Skarf	F			
	Lee Haein	Lee Haein	이해인	이해인	1992-07-04	I.B.I	South Korea		165	49	Changwon			F			
	Lee Hoo	Moon Junyoung	문준영		1989-02-09	ZE:A	South Korea		0	0	Seoul			M			
	Lee Hyeop	Lee Hyeop	이협	이협	1999-08-13	DRIPPIN	South Korea		177	57				M			
	Lee Joon	Lee Changseon	이창선	이준	1988-02-07		South Korea		0	0	Seoul		MBLAQ	M			
Profile	Lee Know	Lee Minho	이민호	리노	1998-10-25	Stray Kids	South Korea		0	0	Gimpo			M			
	Lee Soo	Jin Isoo	진이수	이수	2001-06-27	PRECIOUS	South Korea		163	47	Incheon			F			
	Lee Suhyun	Lee Suhyun	이수현	이수현	1996-11-05	I.B.I	South Korea		167	50	Ansan			F			
	Leedo	Kim Geonhak	김건학	이도	1997-07-26	Oneus	South Korea		0	0				M			
	Leeteuk	Park Jeongsu	박정수	이특	1983-07-01	Super Junior	South Korea		179	59	Seoul			M			
	Lena	Kang Rena	강레나	레나	2002-04-17	GWSN	South Korea		0	0				F			
Profile	Leo	Jung Taekwon	정택운	레오	1990-11-10	VIXX	South Korea		183	63	Seoul	VIXX LR		M			
	Leo	Hayase Leo	하야세 레오	레오	2002-10-08	T1419	Japan		0	0				M			
	Lex	Jeon Hyungmin	전형민	렉스	1993-01-12	Bigflo	South Korea		0	0				M			
Profile	Lia	Choi Jisu	최지수	리아	2000-07-21	ITZY	South Korea		0	0				F			
	Lien	Shimada Sho	시마다 쇼	리안	1998-03-11	Mirae	Japan		0	0	Osaka			M			
Profile	Lime	Kim Hyerim	김혜림	라임	1993-01-19	Hello Venus	South Korea		169	50				F		hv_lime	
Profile	Lin Lin	Huang Ziting	황자정	린린	2003-07-05		Taiwan		0	0			Cherry Bullet	F			
	Lina	Oh Sejin	오세진	리나	1997-07-27	ANS	South Korea		0	0				F			
	Lina	Oh Hyesoo	오혜수	리나	1997-05-23	RedSquare	South Korea		0	0				F			
	Linzy	Im Minji	임민지	린지	1989-10-22	Fiestar	South Korea		168	0	Incheon			F		linzy_minji	
Profile	Lisa	Pranpriya Manoban	쁘란쁘리야 마노반	리사	1997-03-27	BLACKPINK	Thailand		170	46	Bangkok			F			
	Liyah	Moon Liya	문리야	리야	2000-05-11	MIXX	South Korea		175	52				F			
	Lizzy	Park Sooyoung	박수영	리지	1992-07-31	After School	South Korea		0	0	Busan	Orange Caramel		F		luvlyzzy	
	Loha	Kang Yejin	강예진	로하	2001-12-27	Nature	South Korea		171	0				F			
	Lola	Choi Yoojung	최유정	로라	2001-02-22	Pixy	South Korea		169	0				F			
	Longguo	Jin Longguo	진룽궈	룽궈	1996-03-02	JBJ	China		0	0	Heilong			M			
	Lou	Kim Hosung	김호성	로우	1996-12-21	VAV	South Korea		187	69				M			
	Loudi	Won Jihoon	원지훈	로우디	1996-04-13	14U	Indonesia	South Korea, China	0	0				M			
	Louis	Yang Dongsik	양동식	루이	2001-04-08	Kingdom	South Korea		0	0				M			
	Love	Park Jisung	박지성	러브	1994-01-17	OnlyOneOf	South Korea		0	0				M			
	Lu	Im Hayoung	임하영	루	1997-12-03	NATURE	South Korea		0	0				F			
	LuA	Jo Hankyeung	조한경	루아	1991-09-14	BADKIZ	South Korea		0	0	Busan			F			
Profile	Lua	Kim Sookyung	김수경	루아	2000-10-06	Weki Meki	South Korea		0	0				F			
	Lucas	Wong Junghei	웡육헤이	루카스	1999-01-25	NCT	Hong Kong		0	0		SuperM		M			
Profile	Lucy	Noh Hyojung	노효정	루시	2002-08-31	Weki Meki	South Korea		0	0	Goyang			F			
	Lucy	Kim Daeun	김대은	루시	2004-04-09	woo!ah!	South Korea		0	0				F	Rapper, Vocalist		
Profile	Luda	Lee Luda	이루다	루다	1997-03-06	Cosmic Girls	South Korea		157	0	Seoul	WJSN Chocome, WJMK		F			
	Luha	Lee Gyeonghun	이경훈	루하	1993-02-15	14U	South Korea		0	0				M			
	Luhan	Lu Han	루한	루한	1990-04-20		China		178	62	Haidian		EXO	M			
	Luna	Park Sunyoung	박선영	루나	1993-08-12	f(x)	South Korea		162	0	Seoul			F		hermosavidaluna	
	Lune	Jung Sungmin	정성민	룬	2000-02-27	DKB	South Korea		176	55				M			
	Lutan	Choi Gyeongseok	최경석	루탄	2003-12-06	BLITZERS	South Korea		0	0				M			
	Manny	Syo Dongchun	쇼동청	만니	2001-11-17	VARSITY	China		170	64				M			
	Marco	Lee Hyunggeun	이형근	마르코	1994-05-11	Hot Blood Youth	South Korea		0	0				M			
	Marin	Yasufuku Marin	야스후쿠 마린	마린	2001-03-17	Bling Bling	Japan		0	0	Osaka			F			
	Mark	Mark Lee	마크 리	마크	1999-08-02	NCT	Canada		0	0	Vancouver	NCT U, NCT 127, NCT Dream, SuperM		M			
Profile	Mark	Mark Yien Tuan	마크 이엔 투안	마크	1993-09-04	GOT7	USA	Taiwan	175	59	Los Angeles			M			
	Mashiho	Takata Mashiho	타카타 마시호	마시호	2001-03-25	Treasure	Japan		0	0				M			
	Max Changmin	Shin Changmin	심창민	최강창민	1988-02-18	TVXQ	South Korea		0	0	Seoul			M			
	May	Jeong Chaeyoung	정채영	메이	2001-07-27		South Korea		0	0			NeonPunch	F			
Profile	May	Hirokawa Mao	히로카와 마오	메이	2004-11-16	Cherry Bullet	Japan		0	0				F			
	Mayna	Shaoxi Mengna		메이나	2000-05-12	HOT ISSUE	China	Romania	170	47				F			
	Medic Jin	Bae Yujin	배유진	메딕진	1996-08-08	Girlkind	South Korea		0	167				F			
Profile	Meiqi	Meng Meiqi	멍메이치	미기	1998-10-15	Cosmic Girls	China		164	0	Luoyang			F			
	Mia	Son Hyunmi	손현미	미아	1997-12-31	MIXX	South Korea		174	0				F			
Profile	Mia	Han Eunji	한은지	미아	2000-01-13	Everglow	South Korea		0	0				F			
	Mihee	Lee Mihee	이미희	미희	2000-08-24	BOTOPASS	South Korea		0	0				F			
Profile	Mijoo	Lee Mijoo	이미주	미주	1994-09-23	Lovelyz	South Korea		167	47	Okcheon			F			
	Miko	Matsuda Miko	마츠다 미코	미코	1995-10-28	Honey Popcorn	Japan		0	0				F			
	Mill	Lee Yongsoo	이용수	밀	1999-03-30	OnlyOneOf	South Korea		0	0				M			
	Milo	Kim Minhak	김민학	마일로	1996-08-20	Romeo	South Korea		0	0				M			
Profile	Mimi	Jung Mimi	정미미	미미	1993-01-01	Gugudan	South Korea		163	0				F			
Profile	Mimi	Kim Mihyun	김미현	미미	1995-05-01	Oh My Girl	South Korea		163	50	Jeju			F			
	Min	Lee Minyoung	이민영	민	1991-06-21	miss A	South Korea		161	0	Seoul			F		therealminnn	
	Min	Lee Mincheon	이민천	민	1997-10-16	We In The Zone	South Korea		171	50	Seoul			M			
Profile	Mina	Kwon Mina	권민아	민아	1993-09-21		South Korea		159	43	Busan		AOA, AOA BLACK	F		kvwowv	
Profile	Mina	Myoui Mina	묘이 미나	미나	1997-03-24	Twice	Japan		163	0	San Antonio			F			
Profile	Mina	Kang Mina	강미나	미나	1999-12-04	Gugudan	South Korea		162	48	Icheon	Gugudan Oguogu	I.O.I	F			
Profile	Minah	Bang Minah	방민아	민아	1993-05-13	Girl's Day	South Korea		165	47	Incheon			F		bbang_93	
	Minchan	Hong Minchan	홍민찬	민찬	1998-09-16	Verivery	South Korea		0	0				M			
	Mingi	Son Mingi	송민기	민기	1999-08-09	ATEEZ	South Korea		183	0				M			
Profile	Mingyu	Kim Mingyu	김민규	민규	1997-04-06	Seventeen	South Korea		185	65	Anyang			M			
	Minha	Park Minha	박민하	민하	1991-06-27		South Korea		172	47	Seoul		9Muses	F		blossomh_	
Profile	Minhee	Joo Minhee	주민희	민희	1993-01-03	Stellar	South Korea		0	0	Seoul			F			
	Minhee	Kang Minhee	강민희	민희	2002-09-17	CRAVITY	South Korea		185	58			X1	M			
	Minho	Choi Minho	최민호	민호	1991-12-09	SHINee	South Korea		181	60	Incheon			M			
	Minho	Lee Minho	이민호	민호	1995-09-04	MY.st	South Korea		0	0				M			
	Minhwan	Choi Minhwan	최민환	민환	1992-09-11	FTISLAND	South Korea		0	0	Seoul			M	Drummer		
	Minhyuk	Lee Minhyuk	이민혁	민혁	1990-11-29	BtoB	South Korea		173	61	Seoul			M			
	Minhyuk	Lee Minhyuk	이민혁	민혁	1993-11-03	MONSTA X	South Korea		0	0				M			
	Minhyuk	Kang Minhyuk	강민혁	민혁	1991-06-28	CNBLUE	South Korea		0	0	Ilsan			M	Drummer		
	Minhyuk	Kim Minhyuk	김민혁	민혁	1999-11-06	D-CRUNCH	South Korea		0	0				M			
	Minhyun	Hwang Minhyun	황민현	민현	1995-08-09	NU'EST	South Korea		0	0	Busan	NU'EST	Wanna One	M			
	Mini			민이	2000-06-12	Purplebeck	South Korea		168	47				F			
Profile	Minjae	Seong Minjae	성민재	민재	1994-12-18	Sonamoo	South Korea		165	0	Busan			F	Lead Vocalist		SONAMOO_MinJae
	Minjae	Shin Minjae	신민재	민재	1991-08-13	Tahiti	South Korea		0	0	Busan			F			
	Minjae	Jo Minjae	조민재	민재	1994-08-08	Spectrum	South Korea		0	0				M			
	Minjae	Song Minjae	송민재	민재	2003-08-23	MCND	South Korea		0	0				M			
	Minji	Kim Minji	김민지	민지	2001-01-16	Busters	South Korea		0	0				F			
Profile	Minjoo	Kim Minjoo	김민주	민주	2001-02-05	IZ*ONE	South Korea		0	0	Seoul			F			
	Minju	Kang Minjoo	강민주	민주	2001-03-11	GWSN	South Korea		0	0				F			
	Minjung	Cha Minjung	차민정	민정	2004-07-15		South Korea		0	0			Busters	F			
	Minkyung	Kang Minkyung	강민경	민경	1990-08-03	Davichi	South Korea		0	0	Goyang			F			
Profile	Minnie	Nicha Yontararak	니차 욘타라락	민니	1997-10-23	(G)I-DLE	Thailand		0	0				F			
	Mino	Song Minho	송민호	민호	1993-03-30	WINNER	South Korea		0	0	Yongin			M			
	Minpyo	Gook Minpyo	국민표	민표	1994-11-15	B.I.G	South Korea		173	57	Gwangju			M			
	Minseo	Kim Minseo	김민서	민서	2004-08-12	woo!ah!	South Korea		0	0				F	Vocalist, Dancer		
	Minseo	Park Minseo	박민서	민서	2003-03-21	Saturday	South Korea		163	45				F			
	Minseo	Kim Minseo	김민서	민서	2002-05-13	DRIPPIN	South Korea		177	53				M			
	Minsu	Park Minsu	김민수	민수	1993-04-15	Boys Republic	South Korea		172	55	Gwangju			M			
	Minsu	Kim Minsu	김민수	민수	2000-03-20	TOO	South Korea		0	0				M			
	Minsung	Kim Minhwi	김민휘	민성	1996-12-24	Romeo	South Korea		0	0				M			
	Minwoo	No Minwoo	노민우	민우	1995-07-31	Boyfriend	South Korea		174	60	Anyang			M			
	Minwoo	Ha Minwoo	하민우	민우	1990-09-06	ZE:A	South Korea		0	0	Yangsan			M			
	Minwoo	Lee Minwoo	이민우	민우	1979-07-28	Shinhwa	South Korea		172	60	Namwon			M			
	Minwoo†	Seo Minwoo	서민우	민우	1985-02-08	100%	South Korea		0	0	Daegu			M			
Profile	Minyoung	Kim Minyeong	김민영	민영	1990-09-12	Brave Girls	South Korea		0	0	Seongnam			F			
	Minzy	Kong Minji	공민지	민지	1994-01-18	2NE1	South Korea		0	0				F			
	Mir	Bang Cheolyong	방철용	미르	1991-03-10	MBLAQ	South Korea		0	0	Bukhamyeon			M			
	Mir	Lee Yoonsang	이윤상	미르	2000-03-06	Astin	South Korea		0	0				M			
	Mire	Su Mire	수미레	미레	2006-03-26	TRI.BE	Japan		0	0				F			
	Miryo	Jo Mihye	조미혜	미료	1981-11-02	Brown Eyed Girls	South Korea		0	0				F		miryoakajohoney	
	Miso	Park Miso	박미소	미소	1991-04-04	Tahiti	South Korea		0	0	Gwangju			F			
	Miso	Park Jihyun	박지현	미소	1996-09-16	P.O.P	South Korea		0	0	Busan			F			
	Miso	Jeon Jimin	전지민	미소	2000-10-25	Dreamnote	South Korea		160	43				F			
	Miya	Miyauchi Haruka	미야우치 하루카	미야	1993-05-26	GWSN	Japan		0	0				F			
Profile	Miyeon	Jo Miyeon	조미연	미연	1997-01-31	(G)I-DLE	South Korea		0	0				F			
	MJ	Kim Myungjun	김명준	엠제이	1994-03-05	ASTRO	South Korea		0	0	Nowon			M			
	MK	Park Minkyun	박민균	엠케이	1995-11-16	ONF	South Korea		0	0	Ilsan			M			
	Moko	Sakura Moko	사쿠라 모코	모코	1991-03-19	Honey Popcorn	Japan		0	0				F			
Profile	Momo	Hirai Momo	히라이 모모	모모	1996-11-09	Twice	Japan		167	0	Kyoto			F			
Profile	Monday	Kim Jimin	김지민	먼데이	2002-05-10	Weeekly	South Korea		172	0				F	Main Vocal, Main Dancer		
	Monika	Kang Yeh	강예	모니카	1991-05-21	BADKIZ	South Korea		0	0	Seoul			F		maygirl_nika	
	Moon Bin	Moon Bin	문빈	문빈	1998-01-26	ASTRO	South Korea		0	0	Cheongju			M			
	Moonbyul	Moon Byulyi	문별이	문별	1992-12-22	Mamamoo	South Korea		165	45	Bucheon			F	Main Rapper		
Profile	Moonhee	Choi Moonhee	최문희	문희	1997-04-15	Bonus Baby	South Korea		167	0			MyB	F			
	Moonvok	Jang Moonvok	장문복	문복	1995-04-11	Limitless	South Korea		168	48				M			
	Mujin	Go Mujin	고무진	무진	2000-11-20	Kingdom	South Korea		0	0				M			
	Mujin	Go Mujin	고무진	무진	2000-11-20	Kingdom	South Korea		0	0				M			
	Munik	Jang Moonik	장문익	문익	2001-03-20	Dongkiz	South Korea		173	50				M			
	Muzin	Kim Hyunwoo	김현우	무진	2001-03-29	BAE173	South Korea		0	0				M			
Profile	N	Cha Hakyeon	차학연	엔	1990-06-30	VIXX	South Korea		180	65	Changwon	Big Byung		M			
	Nada	Yoon Yejin	윤예진	나다	1991-05-24		South Korea		0	0			Wassup	F			
Profile	Naeun	Son Naeun	손나은	나은	1994-02-10	Apink	South Korea		168	0	Seoul			F		marcella_the_naeun	
Profile	Naeun	Lee Naeun	이나은	나은	1999-05-05	APRIL	South Korea		0	0	Daejeon			F			
Profile	Nahyun	Kim Nahyun	김나현	나현	1995-12-09	Sonamoo	South Korea		170	0	Seoul			F			SONAMOO_Nahyun
	Nahyun	Kang Nahyun	강나현	나현	2002-01-25	HOT ISSUE	South Korea		0	0				F			
Profile	Nako	Yabuki Nako	야부키 나코	나코	2001-06-18	IZ*ONE	Japan		0	0	Tokyo			F			
	Nakta	Shin Yooncheol	신윤철	낙타	1993-04-24		South Korea		0	0	Daegu		Topp Dogg	M			
Profile	Nakyung	Lee Nakyung	이나경	나경	2000-06-01	fromis_9	South Korea		159	42	Mungyeong			F	Lead Vocalist, Rapper, Visual		
Profile	Namjoo	Kim Namjoo	김남주	남주	1995-04-15	Apink	South Korea		165	0	Seoul			F		sarangdungy	
	Nana	Im Jinah	임진아	나나	1991-09-14	After School	South Korea		0	0	Cheongju	Orange Caramel		F		jin_a_nana	
	Nana	Kwon Nayeon	권나연	우연	2001-03-09	woo!ah!	South Korea		0	0				F	Leader, Main Dancer		
Profile	Nancy	Nancy Mcdonie	낸시 맥다니	낸시	2000-04-13	MOMOLAND	South Korea	USA	162	45	Daegu			F			
Profile	Nara	Kwon Nara	권나라	나라	1991-03-13	Hello Venus	South Korea		172	52	Seongnam			F		hv_nara	
	Narachan	Jung Hyunwoo	정현우	나라찬	1996-09-23	MONT	South Korea		178	58				M			
	Narae	Park Narae	박나래	나래	1988-02-23	SPICA	South Korea		0	0	Incheon	SPICA-S	SPICA	F			
	Nari	Kim Nari	김나리	나리	1992-10-05	Wassup	South Korea		0	0				F			
	Narin	Lee Narin	이나린	나린	2001-10-29	Bling Bling	South Korea		0	0				F			
	Narsha	Park Hyojin	박효진	나르샤	1981-12-28	Brown Eyed Girls	South Korea		0	0				F		narsha81	
	Nason	Kim Duyeop	김두엽	네이슨	1995-06-12	CHECKMATE	South Korea		0	0				M			
Profile	Nayeon	Im Nayeon	임나연	나연	1995-09-22	Twice	South Korea		163	0	Seoul			F			
Profile	Nayoung	Kim Nayoung	김나영	나영	1995-11-23	Gugudan	South Korea		169	50				F			
Profile	Nayoung	Im Nayoung	임나영	나영	1995-12-18	Pristin	South Korea		171	51	Chungcheongham	I.O.I, Pristin V		F			
	Nayoung	Kim Nayoung	김나영	나영	2002-11-30	LIGHTSUM	South Korea		154	43	Chuncheon			F			
Profile	Nayun	Kim Nayun	김나윤	나윤	1998-07-31	MOMOLAND	South Korea		167	48	Seoul			F			
	NC.A	Im Soeun	임소은	앤씨아	1996-10-07	UNI.T	South Korea		0	0	Osan			F			
Profile	New	Choi Chanhee	최찬희	뉴	1998-04-26	The Boyz	South Korea		175	51	Jeonju			M			
Profile	New Sun	Choi Yoonsun	최윤선	뉴썬	1997-06-19	Sonamoo	South Korea		172	0				F	Rapper		SONAMOO_NewSun
Profile	Ni-Ki	Nishimura Riki	니시무라 리키	니키	2005-12-09	ENHYPEN	Japan		0	0				M			
	Nichkhun	Nichkhun Horvejkul	닛차쿤 허라웻차꾼	닉쿤	1988-06-24	14:00	Thailand	USA	180	64	California			M			
	Nicole	Nicole Jung	정니콜	니콜	1991-10-07		South Korea	USA	0	0	Los Angeles		KARA	F			
	Niel	Ahn Daniel	안다니엘	니엘	1994-08-16	Teen Top	South Korea		0	0	Anyang			M			
	Nine	Jung Wookjin	정욱진	나인	1999-12-13	OnlyOneOf	South Korea		0	0				M			
Profile	Ningning	Ning Yizhuo	닝이쭤	닝닝	2002-10-23	aespa	China		165	43	Harbin			F			
	Noah	Hwang Seundae	황승대	노아	1998-03-18	CHECKMATE	South Korea		0	0				M			
	Noah	Song Yubin	송유빈	노아	2000-08-02	T1419	South Korea		0	0				M			
	Noeul	No Eul	노을	노을	1989-05-10	Rainbow	South Korea		164	44	Jeonju			F			
	O.V	Kim Sanchan	김상찬	오뷔	1999-01-03	D-CRUNCH	South Korea		0	0				M			
Profile	Olivia Hye	Son Hyeju	손혜주	올리비아 혜	2001-11-13	LOONA	South Korea		0	0		Loona yyxy		F			
	On	Choi Juhwan	최주환	온	2002-10-16	T1419	South Korea		0	0				M			
Profile	Onda	Jo Selim	조세림	온다	2000-05-18	Everglow	South Korea		0	0				F			
	Onejunn	Jo Wonjun	조원준	원준	1988-11-22	Boys Republic	South Korea		179	61	Changwon			M			
	Onew	Lee Jinki	이진기	온유	1989-12-14	SHINee	South Korea		177	61	Gwangmyeong			M			
	P-Goon	Park Sehyuk	박세혁	피군	1991-10-18		South Korea		0	0	Seoul		Topp Dogg	M			
Profile	P.O	Pyo Jihoon	표지훈	피오	1993-02-02	Block B	South Korea		181	64	Seoul	Bastarz		M			
Profile	Park Kyung	Park Kyung	박경	박경	1992-07-08	Block B	South Korea		176	56	Seoul			M			
	Peniel	Shin Donggeun	신동근	프니엘	1993-03-10	BtoB	South Korea	USA	175	63	Chicago			M			
	Prince	Pasidh Vataniyapromote	파싯 와타니야쁘라못	프린스	2003-01-10	Ghost9	Thailand		0	0				M			
	PSY	Park Jaesang	박재상	싸이	1977-12-31		South Korea		0	0	Seoul			M			
Profile	Q	Ji Changmin	지창민	큐	1998-11-05	The Boyz	South Korea		175	56				M			
Profile	Qri	Lee Jihyun	이지현	큐리	1986-12-12	T-ara	South Korea		162	44	Goyang			F		qtfreet	
Profile	Rachel	Sung Nayeon	성나연	레이첼	2000-08-28	APRIL	South Korea	USA	0	0				F			
	Rain	Jung Jihoon	정지훈	비	1982-06-25		South Korea		0	0	Seosan			M			
	Raina	Oh Hyerin	오혜린	레이나	1989-05-07	After School	South Korea		0	0	Ulsan	Orange Caramel		F		raina_57	
	Rano	Byun Yongseop	변용섭	라노	1998-12-10	E'LAST	South Korea		175	60				M			
	Raon	Lee Seoyoung	이서영	라온	2000-01-21	ANS	South Korea		0	0				F			
Profile	Ravi	Kim Wonsik	김원식	라비	1993-02-15	VIXX	South Korea		183	65	Seoul	VIXX LR		M			
	Ravn	Kim Yoongjo	김영조	레이븐	1995-09-02	Oneus	South Korea		0	0				M			
	Raychan	Lee Heechan	이휘찬	레이찬	1996-04-18	Limitless	South Korea		0	0				M			
	Red	Lee Heejin	이희진	빨강	1991-07-10	Pungdeng-E	South Korea		163	0	Daegu			F			
Profile	Remi	Katsuno Rise	카츠노 리세	레미	2001-04-26	Cherry Bullet	Japan		0	0				F			
	Ren	Choi Minki	최민기	렌	1995-11-03	NU'EST	South Korea		0	0	Busan	NU'EST W		M			
Profile	Rena	Kang Yebin	강예빈	레나	1998-10-19	Hinapia	South Korea		162	49		Pristin V	Pristin	F			
	Renjun	Hwang Renjun	황런쥔	런쥔	2000-03-23	NCT	China		0	0	Jilin	NCT Dream		M			
	Ria	Kuwayama Ria	쿠와야마 리아	리아	1998-02-03	BOTOPASS	Japan		0	0				F			
	Ricky	Yoo Changhyun	유창현	리키	1995-02-27	Teen Top	South Korea		0	0	Seoul			M			
	Rie	Lee Seungho	이성호	리에	1996-11-06	OnlyOneOf	South Korea		0	0				M			
	Riho	Jin Seungwook	진승욱	리호	1998-03-01	VARSITY	South Korea		178	59	Incheon			M			
Profile	Rina	Kang Soeun	강소은	리나	2001-09-27	Weki Meki	South Korea		0	0				F			
	Rio	Son Gwanghyuk	손광혁	리오	1999-07-16	14U	South Korea		0	0				M			
Profile	RM	Kim Namjoon	김남준	알엠	1994-09-12	BTS	South Korea		181	67	Ilsan			M	Leader		
Profile	Roa	Kim Minkyung	김민경	로아	1997-07-29	Hinapia	South Korea		172	49		Pristin V	Pristin	F			
	Rocky	Park Minhyuk	박민혁	라키	1999-02-25	ASTRO	South Korea		0	0	Jinju			M			
	Roda	Shin Joongmin	신중민	로다	1998-09-19	MONT	South Korea		179	60				M			
	Roel	Kim Sunho	김선호	로엘	1997-02-13	ARGON	South Korea		0	0				M			
	Rokhyun	Kim Rokhyun	김록현	록현	1991-02-10	100%	South Korea		0	0	Suncheon			M			
	Romin	Choi Youngmin	최영민	로민	2001-04-24	E'LAST	South Korea		179	58				M			
	Ron	Cheon Byeonghwa	천병화	론	1991-01-22	Bigflo	South Korea		183	62				M			
Profile	Rosé	Roseanne Park	로잔느 박	로제	1997-02-11	BLACKPINK	South Korea		167	0	Auckland			F			
	Rowoon	Kim Seokwoo	김석우	로운	1996-08-07	SF9	South Korea		0	0				M			
	Royeon	Jeon Hyunjoo	전현주	로연	1998-02-20	ANS	South Korea		0	0				F			
	Rubin	Lee Haejoon	이해준	루빈	1995-08-16	1TEAM	South Korea		0	0				M			
	Rui	Watanabe Rui	와타나베 루이	루이	1994-10-08	H.U.B	Japan		0	0			N-Bulance	F			
	Ryeowook	Kim Ryeowook	김려욱	려욱	1987-06-21	Super Junior	South Korea		175	58	Incheon	Super Junior-M		M			
Profile	Ryujin	Shin Ryujin	신류진	류진	2001-04-17	ITZY	South Korea		0	0				F			
Profile	S.Coups	Choi Seungcheol	최승철	에스.쿱스	1995-08-08	Seventeen	South Korea		177	63	Daegu			M			
	Saebom	Kim Saerok	김새록	새봄	1997-01-30	NATURE	South Korea		0	0				F			
	Saebom	Kim Seyoung	김세영	새봄	1995-01-13	Favorite	South Korea		0	0	Gwacheon			F			
	Saebyeok	Shim Jaeyoung	심재영	새벽	1996-11-09	Ho1iday	South Korea		0	0				F			
	Saebyeol	Han Saebyeol	한새별	새별	1996-05-23	Matilda	South Korea		0	168				F			
Profile	Saerom	Lee Saerom	이새롬	새롬	1997-01-07	fromis_9	South Korea		0	0	Gangwon			F			
	Sakang	Jeon Sakang	정사강	사강	2002-10-26	TheEastLight	South Korea		0	0				M			
Profile	Sakura	Miyawaki Sakura	미야와키 사쿠라	사쿠라	1998-03-19	IZ*ONE	Japan		0	0	Kagoshima			F			
Profile	Sally	Liu Xiening	류셰닝	샐리	1996-10-23	Gugudan	China		0	0	Guangdong			F			
	Samuel	Kim Samuel	김사무엘	사무엘	2002-01-17		South Korea	USA	0	0	Los Angeles		1PUNCH	M			
	San	Choi San	최산	산	1999-07-10	ATEEZ	South Korea		173	0				M			
Profile	Sana	Minatozaki Sana	미나토자키 사나	사나	1996-12-29	Twice	Japan		168	0	Osaka			F			
Profile	Sandeul	Lee Junghwan	이정환	산들	1992-03-20	B1A4	South Korea		178	62	Busan			M			
	Sanga	Lee Sanga	이상아	상아	1999-08-05	Pink Fantasy	South Korea		165	0				F			
	Sangah	Yoo Sangah	윤상아	상아	2002-09-04	LIGHTSUM	South Korea		168	0				F			
	Sangdo	Yoo Sangdo	유상도	상도	1993-03-02	Topp Dogg	South Korea		0	0	Incheon			M			
	Sangho	Jo Sangho	조상호	상호	1995-02-10	SNUPER	South Korea		0	0	Changwon			M			
	Sanghoon	Lee Sanghoon	이상훈	상훈	1993-12-23		South Korea		0	0	Cheongju		100%	M			
	Sangil	Shim Sangil	심상일	상일	1993-05-01	SNUPER	South Korea		0	0	Seoul			M			
	Sangmin	Kim Sangmin	김상민	상민	1992-07-07	CROSS GENE	South Korea		178	67	Jinju			M			
Profile	Sangyeon	Lee Sangyeon	이상연	상연	1996-11-04	The Boyz	South Korea		176	61				M			
